sample_name,read_1,read_2,accession_number,year,country,publication,purpose
ERR331382,/data/slow/bdri/azuza/samples/ERR331382_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331382_2.fastq.gz,ERR331382,2006,Iraq,Wong et al. 2016,Outgroup
ERR331383,/data/slow/bdri/azuza/samples/ERR331383_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331383_2.fastq.gz,ERR331383,2009,Iraq,Wong et al. 2016,Outgroup
ERR331384,/data/slow/bdri/azuza/samples/ERR331384_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331384_2.fastq.gz,ERR331384,2008,Iraq,Wong et al. 2016,Outgroup
ERR331385,/data/slow/bdri/azuza/samples/ERR331385_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331385_2.fastq.gz,ERR331385,2010,Iraq,Wong et al. 2016,Outgroup
ERR331386,/data/slow/bdri/azuza/samples/ERR331386_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331386_2.fastq.gz,ERR331386,2007,Iraq,Wong et al. 2016,Outgroup
ERR331387,/data/slow/bdri/azuza/samples/ERR331387_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331387_2.fastq.gz,ERR331387,2009,Iraq,Wong et al. 2016,Outgroup
ERR331388,/data/slow/bdri/azuza/samples/ERR331388_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331388_2.fastq.gz,ERR331388,2008,Iraq,Wong et al. 2016,Outgroup
ERR331389,/data/slow/bdri/azuza/samples/ERR331389_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331389_2.fastq.gz,ERR331389,2009,Iraq,Wong et al. 2016,Outgroup
ERR331390,/data/slow/bdri/azuza/samples/ERR331390_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331390_2.fastq.gz,ERR331390,2008,Iraq,Wong et al. 2016,Outgroup
ERR352326,/data/slow/bdri/azuza/samples/ERR352326_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352326_2.fastq.gz,ERR352326,2011,Iraq,Wong et al. 2016,Outgroup
ERR352509,/data/slow/bdri/azuza/samples/ERR352509_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352509_2.fastq.gz,ERR352509,2012,Afghanistan,Wong et al. 2016,Outgroup
ERR357615,/data/slow/bdri/azuza/samples/ERR357615_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357615_2.fastq.gz,ERR357615,2002,Western_Asia,Wong et al. 2016,Outgroup
ERR360693,/data/slow/bdri/azuza/samples/ERR360693_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360693_2.fastq.gz,ERR360693,2008,Palestine,Wong et al. 2016,Outgroup
ERR352307,/data/slow/bdri/azuza/samples/ERR352307_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352307_2.fastq.gz,ERR352307,2011,Pakistan,Wong et al. 2016,Outgroup
ERR357819,/data/slow/bdri/azuza/samples/ERR357819_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357819_2.fastq.gz,ERR357819,2011,Pakistan,Wong et al. 2016,Outgroup
ERR360458,/data/slow/bdri/azuza/samples/ERR360458_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360458_2.fastq.gz,ERR360458,2003,Pakistan,Wong et al. 2016,Outgroup
ERR360468,/data/slow/bdri/azuza/samples/ERR360468_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360468_2.fastq.gz,ERR360468,2003,Pakistan,Wong et al. 2016,Outgroup
ERR360476,/data/slow/bdri/azuza/samples/ERR360476_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360476_2.fastq.gz,ERR360476,2003,Pakistan,Wong et al. 2016,Outgroup
ERR352444,/data/slow/bdri/azuza/samples/ERR352444_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352444_2.fastq.gz,ERR352444,2012,Pakistan,Wong et al. 2016,Outgroup
ERR352463,/data/slow/bdri/azuza/samples/ERR352463_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352463_2.fastq.gz,ERR352463,2010,Pakistan,Wong et al. 2016,Outgroup
ERR357788,/data/slow/bdri/azuza/samples/ERR357788_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357788_2.fastq.gz,ERR357788,2010,Pakistan,Wong et al. 2016,Outgroup
ERR422781,/data/slow/bdri/azuza/samples/ERR422781_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422781_2.fastq.gz,ERR422781,2010,Pakistan,Wong et al. 2016,Outgroup
ERR422805,/data/slow/bdri/azuza/samples/ERR422805_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422805_2.fastq.gz,ERR422805,2011,Pakistan,Wong et al. 2016,Outgroup
ERR1017069,/data/slow/bdri/azuza/samples/ERR1017069_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1017069_2.fastq.gz,ERR1017069,2007,Pakistan,Wong et al. 2016,Outgroup
ERR1017097,/data/slow/bdri/azuza/samples/ERR1017097_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1017097_2.fastq.gz,ERR1017097,2009,Pakistan,Wong et al. 2016,Outgroup
ERR360480,/data/slow/bdri/azuza/samples/ERR360480_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360480_2.fastq.gz,ERR360480,2003,Pakistan,Wong et al. 2016,Outgroup
ERR360452,/data/slow/bdri/azuza/samples/ERR360452_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360452_2.fastq.gz,ERR360452,2003,Pakistan,Wong et al. 2016,Outgroup
ERR357603,/data/slow/bdri/azuza/samples/ERR357603_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357603_2.fastq.gz,ERR357603,2011,Nepal,Wong et al. 2016,Outgroup
ERR1079230,/data/slow/bdri/azuza/samples/ERR1079230_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1079230_2.fastq.gz,ERR1079230,2011,Nepal,Thanh et al. 2016,Outgroup
ERR119819,/data/slow/bdri/azuza/samples/ERR119819_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR119819_2.fastq.gz,ERR119819,2009,Nepal,Thanh et al. 2016,Outgroup
ERR119820,/data/slow/bdri/azuza/samples/ERR119820_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR119820_2.fastq.gz,ERR119820,2009,Nepal,Thanh et al. 2016,Outgroup
ERR119822,/data/slow/bdri/azuza/samples/ERR119822_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR119822_2.fastq.gz,ERR119822,2009,Nepal,Thanh et al. 2016,Outgroup
ERR119823,/data/slow/bdri/azuza/samples/ERR119823_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR119823_2.fastq.gz,ERR119823,2009,Nepal,Thanh et al. 2016,Outgroup
ERR119824,/data/slow/bdri/azuza/samples/ERR119824_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR119824_2.fastq.gz,ERR119824,2009,Nepal,Thanh et al. 2016,Outgroup
ERR119825,/data/slow/bdri/azuza/samples/ERR119825_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR119825_2.fastq.gz,ERR119825,2009,Nepal,Thanh et al. 2016,Outgroup
ERR1079241,/data/slow/bdri/azuza/samples/ERR1079241_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1079241_2.fastq.gz,ERR1079241,2012,Nepal,Thanh et al. 2016,Outgroup
ERR1079243,/data/slow/bdri/azuza/samples/ERR1079243_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1079243_2.fastq.gz,ERR1079243,2012,Nepal,Thanh et al. 2016,Outgroup
ERR1079245,/data/slow/bdri/azuza/samples/ERR1079245_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1079245_2.fastq.gz,ERR1079245,2012,Nepal,Thanh et al. 2016,Outgroup
ERR1079249,/data/slow/bdri/azuza/samples/ERR1079249_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1079249_2.fastq.gz,ERR1079249,2012,Nepal,Thanh et al. 2016,Outgroup
ERR1079250,/data/slow/bdri/azuza/samples/ERR1079250_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1079250_2.fastq.gz,ERR1079250,2012,Nepal,Thanh et al. 2016,Outgroup
ERR1079299,/data/slow/bdri/azuza/samples/ERR1079299_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1079299_2.fastq.gz,ERR1079299,2014,Nepal,Thanh et al. 2016,Outgroup
ERR331296,/data/slow/bdri/azuza/samples/ERR331296_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331296_2.fastq.gz,ERR331296,2008,Bangladesh,Wong et al. 2016,Outgroup
ERR331297,/data/slow/bdri/azuza/samples/ERR331297_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331297_2.fastq.gz,ERR331297,2012,Bangladesh,Wong et al. 2016,Outgroup
ERR337989,/data/slow/bdri/azuza/samples/ERR337989_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR337989_2.fastq.gz,ERR337989,2012,Bangladesh,Wong et al. 2016,Outgroup
ERR422824,/data/slow/bdri/azuza/samples/ERR422824_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422824_2.fastq.gz,ERR422824,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR331292,/data/slow/bdri/azuza/samples/ERR331292_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331292_2.fastq.gz,ERR331292,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR331293,/data/slow/bdri/azuza/samples/ERR331293_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331293_2.fastq.gz,ERR331293,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR337987,/data/slow/bdri/azuza/samples/ERR337987_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR337987_2.fastq.gz,ERR337987,2012,Bangladesh,Wong et al. 2016,Outgroup
ERR337990,/data/slow/bdri/azuza/samples/ERR337990_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR337990_2.fastq.gz,ERR337990,2012,Bangladesh,Wong et al. 2016,Outgroup
ERR337995,/data/slow/bdri/azuza/samples/ERR337995_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR337995_2.fastq.gz,ERR337995,2012,Bangladesh,Wong et al. 2016,Outgroup
ERR337984,/data/slow/bdri/azuza/samples/ERR337984_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR337984_2.fastq.gz,ERR337984,2012,Bangladesh,Wong et al. 2016,Outgroup
ERR352304,/data/slow/bdri/azuza/samples/ERR352304_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352304_2.fastq.gz,ERR352304,2010,Bangladesh,Wong et al. 2016,Outgroup
ERR352308,/data/slow/bdri/azuza/samples/ERR352308_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352308_2.fastq.gz,ERR352308,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR352468,/data/slow/bdri/azuza/samples/ERR352468_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352468_2.fastq.gz,ERR352468,2010,Bangladesh,Wong et al. 2016,Outgroup
ERR357776,/data/slow/bdri/azuza/samples/ERR357776_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357776_2.fastq.gz,ERR357776,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR357782,/data/slow/bdri/azuza/samples/ERR357782_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357782_2.fastq.gz,ERR357782,2010,Bangladesh,Wong et al. 2016,Outgroup
ERR357792,/data/slow/bdri/azuza/samples/ERR357792_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357792_2.fastq.gz,ERR357792,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR360526,/data/slow/bdri/azuza/samples/ERR360526_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360526_2.fastq.gz,ERR360526,2007,Bangladesh,Wong et al. 2016,Outgroup
ERR422766,/data/slow/bdri/azuza/samples/ERR422766_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422766_2.fastq.gz,ERR422766,2010,Bangladesh,Wong et al. 2016,Outgroup
ERR422752,/data/slow/bdri/azuza/samples/ERR422752_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422752_2.fastq.gz,ERR422752,2009,Bangladesh,Wong et al. 2016,Outgroup
ERR422775,/data/slow/bdri/azuza/samples/ERR422775_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422775_2.fastq.gz,ERR422775,2010,Bangladesh,Wong et al. 2016,Outgroup
ERR422776,/data/slow/bdri/azuza/samples/ERR422776_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422776_2.fastq.gz,ERR422776,2010,Bangladesh,Wong et al. 2016,Outgroup
ERR422800,/data/slow/bdri/azuza/samples/ERR422800_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422800_2.fastq.gz,ERR422800,2010,Bangladesh,Wong et al. 2016,Outgroup
ERR422801,/data/slow/bdri/azuza/samples/ERR422801_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422801_2.fastq.gz,ERR422801,2010,Bangladesh,Wong et al. 2016,Outgroup
ERR422810,/data/slow/bdri/azuza/samples/ERR422810_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422810_2.fastq.gz,ERR422810,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR422812,/data/slow/bdri/azuza/samples/ERR422812_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422812_2.fastq.gz,ERR422812,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR422813,/data/slow/bdri/azuza/samples/ERR422813_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422813_2.fastq.gz,ERR422813,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR422815,/data/slow/bdri/azuza/samples/ERR422815_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422815_2.fastq.gz,ERR422815,2011,Bangladesh,Wong et al. 2016,Outgroup
ERR422829,/data/slow/bdri/azuza/samples/ERR422829_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422829_2.fastq.gz,ERR422829,2012,Bangladesh,Wong et al. 2016,Outgroup
ERR422831,/data/slow/bdri/azuza/samples/ERR422831_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422831_2.fastq.gz,ERR422831,2012,Bangladesh,Wong et al. 2016,Outgroup
ERR1017071,/data/slow/bdri/azuza/samples/ERR1017071_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1017071_2.fastq.gz,ERR1017071,2007,Bangladesh,Wong et al. 2016,Outgroup
ERR1017072,/data/slow/bdri/azuza/samples/ERR1017072_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1017072_2.fastq.gz,ERR1017072,2007,Bangladesh,Wong et al. 2016,Outgroup
ERR1017087,/data/slow/bdri/azuza/samples/ERR1017087_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1017087_2.fastq.gz,ERR1017087,2008,Bangladesh,Wong et al. 2016,Outgroup
ERR1017089,/data/slow/bdri/azuza/samples/ERR1017089_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR1017089_2.fastq.gz,ERR1017089,2008,Bangladesh,Wong et al. 2016,Outgroup
ERR485138,/data/slow/bdri/azuza/samples/ERR485138_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR485138_2.fastq.gz,ERR485138,2006,Bangladesh,Wong et al. 2016,Outgroup
ERR352279,/data/slow/bdri/azuza/samples/ERR352279_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352279_2.fastq.gz,ERR352279,2010,Myanmar(Burma),Wong et al. 2016,Outgroup
ERR357824,/data/slow/bdri/azuza/samples/ERR357824_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357824_2.fastq.gz,ERR357824,2011,Myanmar(Burma),Wong et al. 2016,Outgroup
ERR343272,/data/slow/bdri/azuza/samples/ERR343272_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR343272_2.fastq.gz,ERR343272,2006,India,Wong et al. 2016,Outgroup
ERR352264,/data/slow/bdri/azuza/samples/ERR352264_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352264_2.fastq.gz,ERR352264,2012,India,Wong et al. 2016,Outgroup
ERR352456,/data/slow/bdri/azuza/samples/ERR352456_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352456_2.fastq.gz,ERR352456,2011,India,Wong et al. 2016,Outgroup
ERR357821,/data/slow/bdri/azuza/samples/ERR357821_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357821_2.fastq.gz,ERR357821,2011,India,Wong et al. 2016,Outgroup
ERR357763,/data/slow/bdri/azuza/samples/ERR357763_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357763_2.fastq.gz,ERR357763,2012,India,Wong et al. 2016,Outgroup
ERR343327,/data/slow/bdri/azuza/samples/ERR343327_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR343327_2.fastq.gz,ERR343327,2012,India,Wong et al. 2016,Outgroup
ERR352274,/data/slow/bdri/azuza/samples/ERR352274_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352274_2.fastq.gz,ERR352274,2011,India,Wong et al. 2016,Outgroup
ERR352280,/data/slow/bdri/azuza/samples/ERR352280_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352280_2.fastq.gz,ERR352280,2011,India,Wong et al. 2016,Outgroup
ERR352505,/data/slow/bdri/azuza/samples/ERR352505_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352505_2.fastq.gz,ERR352505,2011,India,Wong et al. 2016,Outgroup
ERR352506,/data/slow/bdri/azuza/samples/ERR352506_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352506_2.fastq.gz,ERR352506,2011,India,Wong et al. 2016,Outgroup
ERR352948,/data/slow/bdri/azuza/samples/ERR352948_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352948_2.fastq.gz,ERR352948,2011,India,Wong et al. 2016,Outgroup
ERR357791,/data/slow/bdri/azuza/samples/ERR357791_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357791_2.fastq.gz,ERR357791,2011,India,Wong et al. 2016,Outgroup
ERR357795,/data/slow/bdri/azuza/samples/ERR357795_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357795_2.fastq.gz,ERR357795,2011,India,Wong et al. 2016,Outgroup
ERR357796,/data/slow/bdri/azuza/samples/ERR357796_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357796_2.fastq.gz,ERR357796,2011,India,Wong et al. 2016,Outgroup
ERR357815,/data/slow/bdri/azuza/samples/ERR357815_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357815_2.fastq.gz,ERR357815,2011,India,Wong et al. 2016,Outgroup
ERR357830,/data/slow/bdri/azuza/samples/ERR357830_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357830_2.fastq.gz,ERR357830,2011,India,Wong et al. 2016,Outgroup
ERR420415,/data/slow/bdri/azuza/samples/ERR420415_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR420415_2.fastq.gz,ERR420415,2009,India,Wong et al. 2016,Outgroup
ERR420425,/data/slow/bdri/azuza/samples/ERR420425_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR420425_2.fastq.gz,ERR420425,2011,India,Wong et al. 2016,Outgroup
ERR279348,/data/slow/bdri/azuza/samples/ERR279348_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR279348_2.fastq.gz,ERR279348,2005,India,Wong et al. 2016,Outgroup
ERR279349,/data/slow/bdri/azuza/samples/ERR279349_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR279349_2.fastq.gz,ERR279349,2005,India,Wong et al. 2016,Outgroup
ERR343322,/data/slow/bdri/azuza/samples/ERR343322_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR343322_2.fastq.gz,ERR343322,2012,India,Wong et al. 2016,Outgroup
ERR420429,/data/slow/bdri/azuza/samples/ERR420429_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR420429_2.fastq.gz,ERR420429,2009,India,Wong et al. 2016,Outgroup
ERR420432,/data/slow/bdri/azuza/samples/ERR420432_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR420432_2.fastq.gz,ERR420432,2009,India,Wong et al. 2016,Outgroup
ERR422817,/data/slow/bdri/azuza/samples/ERR422817_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422817_2.fastq.gz,ERR422817,2011,India,Wong et al. 2016,Outgroup
ERR343302,/data/slow/bdri/azuza/samples/ERR343302_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR343302_2.fastq.gz,ERR343302,2010,India,Wong et al. 2016,Outgroup
ERR352272,/data/slow/bdri/azuza/samples/ERR352272_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352272_2.fastq.gz,ERR352272,2011,India,Wong et al. 2016,Outgroup
ERR357820,/data/slow/bdri/azuza/samples/ERR357820_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR357820_2.fastq.gz,ERR357820,2011,India,Wong et al. 2016,Outgroup
ERR422759,/data/slow/bdri/azuza/samples/ERR422759_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR422759_2.fastq.gz,ERR422759,2009,India,Wong et al. 2016,Outgroup
ERR352466,/data/slow/bdri/azuza/samples/ERR352466_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352466_2.fastq.gz,ERR352466,2011,India,Wong et al. 2016,Outgroup
ERR331325,/data/slow/bdri/azuza/samples/ERR331325_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331325_2.fastq.gz,ERR331325,2009,Laos,Wong et al. 2016,Outgroup
ERR331330,/data/slow/bdri/azuza/samples/ERR331330_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331330_2.fastq.gz,ERR331330,2010,Laos,Wong et al. 2016,Outgroup
ERR331333,/data/slow/bdri/azuza/samples/ERR331333_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331333_2.fastq.gz,ERR331333,2003,Laos,Wong et al. 2016,Outgroup
ERR331335,/data/slow/bdri/azuza/samples/ERR331335_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331335_2.fastq.gz,ERR331335,2003,Laos,Wong et al. 2016,Outgroup
ERR331336,/data/slow/bdri/azuza/samples/ERR331336_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331336_2.fastq.gz,ERR331336,2003,Laos,Wong et al. 2016,Outgroup
ERR331301,/data/slow/bdri/azuza/samples/ERR331301_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331301_2.fastq.gz,ERR331301,2008,Laos,Wong et al. 2016,Outgroup
ERR331344,/data/slow/bdri/azuza/samples/ERR331344_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331344_2.fastq.gz,ERR331344,2003,Laos,Wong et al. 2016,Outgroup
ERR331346,/data/slow/bdri/azuza/samples/ERR331346_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331346_2.fastq.gz,ERR331346,2003,Laos,Wong et al. 2016,Outgroup
ERR331347,/data/slow/bdri/azuza/samples/ERR331347_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331347_2.fastq.gz,ERR331347,2003,Laos,Wong et al. 2016,Outgroup
ERR331352,/data/slow/bdri/azuza/samples/ERR331352_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331352_2.fastq.gz,ERR331352,2004,Laos,Wong et al. 2016,Outgroup
ERR340784,/data/slow/bdri/azuza/samples/ERR340784_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340784_2.fastq.gz,ERR340784,2001,Laos,Wong et al. 2016,Outgroup
ERR340787,/data/slow/bdri/azuza/samples/ERR340787_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340787_2.fastq.gz,ERR340787,2002,Laos,Wong et al. 2016,Outgroup
ERR340789,/data/slow/bdri/azuza/samples/ERR340789_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340789_2.fastq.gz,ERR340789,2002,Laos,Wong et al. 2016,Outgroup
ERR340790,/data/slow/bdri/azuza/samples/ERR340790_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340790_2.fastq.gz,ERR340790,2002,Laos,Wong et al. 2016,Outgroup
ERR340791,/data/slow/bdri/azuza/samples/ERR340791_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340791_2.fastq.gz,ERR340791,2002,Laos,Wong et al. 2016,Outgroup
ERR340794,/data/slow/bdri/azuza/samples/ERR340794_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340794_2.fastq.gz,ERR340794,2002,Laos,Wong et al. 2016,Outgroup
ERR340795,/data/slow/bdri/azuza/samples/ERR340795_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340795_2.fastq.gz,ERR340795,2002,Laos,Wong et al. 2016,Outgroup
ERR340797,/data/slow/bdri/azuza/samples/ERR340797_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340797_2.fastq.gz,ERR340797,2002,Laos,Wong et al. 2016,Outgroup
ERR340799,/data/slow/bdri/azuza/samples/ERR340799_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340799_2.fastq.gz,ERR340799,2002,Laos,Wong et al. 2016,Outgroup
ERR340800,/data/slow/bdri/azuza/samples/ERR340800_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340800_2.fastq.gz,ERR340800,2002,Laos,Wong et al. 2016,Outgroup
ERR340802,/data/slow/bdri/azuza/samples/ERR340802_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340802_2.fastq.gz,ERR340802,2000,Laos,Wong et al. 2016,Outgroup
ERR340806,/data/slow/bdri/azuza/samples/ERR340806_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340806_2.fastq.gz,ERR340806,2002,Laos,Wong et al. 2016,Outgroup
ERR340807,/data/slow/bdri/azuza/samples/ERR340807_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340807_2.fastq.gz,ERR340807,2000,Laos,Wong et al. 2016,Outgroup
ERR340809,/data/slow/bdri/azuza/samples/ERR340809_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340809_2.fastq.gz,ERR340809,2000,Laos,Wong et al. 2016,Outgroup
ERR340812,/data/slow/bdri/azuza/samples/ERR340812_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340812_2.fastq.gz,ERR340812,2003,Laos,Wong et al. 2016,Outgroup
ERR340815,/data/slow/bdri/azuza/samples/ERR340815_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR340815_2.fastq.gz,ERR340815,2000,Laos,Wong et al. 2016,Outgroup
ERR360504,/data/slow/bdri/azuza/samples/ERR360504_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR360504_2.fastq.gz,ERR360504,2002,Laos,Wong et al. 2016,Outgroup
ERR331328,/data/slow/bdri/azuza/samples/ERR331328_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331328_2.fastq.gz,ERR331328,2008,Laos,Wong et al. 2016,Outgroup
ERR331351,/data/slow/bdri/azuza/samples/ERR331351_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR331351_2.fastq.gz,ERR331351,2004,Laos,Wong et al. 2016,Outgroup
ERR349373,/data/slow/bdri/azuza/samples/ERR349373_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349373_2.fastq.gz,ERR349373,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349556,/data/slow/bdri/azuza/samples/ERR349556_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349556_2.fastq.gz,ERR349556,1997,Vietnam,Wong et al. 2016,Outgroup
ERR349585,/data/slow/bdri/azuza/samples/ERR349585_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR349585_2.fastq.gz,ERR349585,1997,Vietnam,Wong et al. 2016,Outgroup
ERR352652,/data/slow/bdri/azuza/samples/ERR352652_1.fastq.gz,/data/slow/bdri/azuza/samples/ERR352652_2.fastq.gz,ERR352652,1997,Vietnam,Wong et al. 2016,Outgroup
